664489;8774;5524;TRANSFER;165.19;101
664490;8774;9926;TRANSFER;165.19;101
664491;8774;9817;TRANSFER;165.19;101
664492;7425;9047;TRANSFER;563.26;101
664493;4576;6322;TRANSFER;457.2;101
664494;3429;8652;TRANSFER;514.97;101
664495;1656;9851;TRANSFER;122.4;101
664496;1656;9964;TRANSFER;122.4;101
664497;1656;3720;TRANSFER;122.4;101
664498;1656;2571;TRANSFER;122.4;101
664499;1656;9818;TRANSFER;122.4;101
664500;1656;3150;TRANSFER;122.4;101
664501;1583;8596;TRANSFER;582.21;101
664502;7905;9689;TRANSFER;344.17;101
664503;117;9540;TRANSFER;34.22;101
664504;117;5551;TRANSFER;34.22;101
664505;117;2134;TRANSFER;34.22;101
664506;2423;7543;TRANSFER;575.46;101
664507;9464;2191;TRANSFER;463.45;101
664508;8522;6088;TRANSFER;577.21;101
664509;6548;9840;TRANSFER;511.97;101
664510;2534;4551;TRANSFER;597.65;101
664511;8460;8299;TRANSFER;502.25;101
664512;6099;9536;TRANSFER;17.03;101
664513;6099;4496;TRANSFER;17.03;101
664514;6099;9624;TRANSFER;17.03;101
664515;6099;7589;TRANSFER;17.03;101
664516;6099;8169;TRANSFER;17.03;101
664517;6099;7567;TRANSFER;17.03;101
664518;6099;8544;TRANSFER;17.03;101
664519;6099;9369;TRANSFER;17.03;101
664520;6099;3111;TRANSFER;17.03;101
664521;6099;9195;TRANSFER;17.03;101
664522;2580;7362;TRANSFER;449.98;101
664523;427;1327;TRANSFER;522.34;101
664524;425;3412;TRANSFER;597.34;101
664525;3483;8683;TRANSFER;483.04;101
664526;9523;9289;TRANSFER;481.82;101
664527;4502;994;TRANSFER;526.03;101
664528;8568;7032;TRANSFER;501.73;101
664529;3458;253;TRANSFER;562.54;101
664530;1402;1510;TRANSFER;555.15;101
664531;6237;9964;TRANSFER;373788.78;101
